Teil,Menge Anzahl Einheiten,"Spezifikationen SKU-ID, Leistungseinheiten usw.",Instance,Name der Größe,vCPUs (Anzahl),Arbeitsspeicher (GB),Größe Name,Basis-CPU-Leistung der VM (%)1,Anfängliches Guthaben (Menge),Guthabenbildung/Stunde (Menge),Max. gebildetes Guthaben (Menge),Max. Remotespeicherdatenträger (Menge),SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Max. NICs (Anzahl),Maximale Netzwerkbandbreite (MBit/s),Maximale Netzwerkbandbreite (MB/s),Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. temporäre Speicherdatenträger (Menge),Temporäre Datenträgergröße (GiB),Random Read (RR) des temporären Datenträgers1 – IOPS,Random Read1-Durchsatz (MB/s) des temporären Datenträgers,Random Write (RW) des temporären Datenträgers1 – IOPS,Random Write1-Durchsatz (MB/s) des temporären Datenträgers,SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,SSD Premium-Burst-IOPS1 ohne Zwischenspeicherung,SSD Premium-Burstdurchsatz (MB/s)1 ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,vCPUs (Menge),Arbeitsspeicher (GiB),Max. Remotespeicher (Menge),Nicht zwischengespeicherte Speicher-IOPS,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Nicht zwischengespeicherter Storage Burst1 IOPS,Nicht zwischengespeicherter Storage Burst1 Speed (MBps),Nicht zwischengespeicherter Special2 Storage IOPS,Nicht zwischengespeicherter Special2 Storage-Geschwindigkeit (MBps),Nicht zwischengespeicherter Burst1 Special2 Storage IOPS,Nicht zwischengespeicherte Burst1 Special Storage-Geschwindigkeit (MBps),Max Temp Storage (Menge),Temporäre Speichergröße (GiB),Temp ReadWrite Storage IOPS,Temp ReadWrite Storage Speed (MBps),Temp ReadOnly Storage IOPS,Temp ReadOnly Storage Speed (MBps),Random Read-Durchsatz (MB/s)1 des temporären Datenträgers,Kerne (Anzahl),EPC-Arbeitsspeicher (GiB),EPC-Speicher (MiB),ReadWrite-IOPS des temporären Datenträgers,ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,ReadOnly-IOPS des temporären Datenträgers,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Size,vCPU,Memory: GiB,Temporärer Speicher (SSD): GiB,Max. Anzahl Datenträger,Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximale Anzahl NICs,Netzwerkbandbreite,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Max. Netzwerkbandbreite (MBit/s),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Größe,RAM (GiB),Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,Maximaler nicht zwischengespeicherter SSD Premium-Durchsatz: IOPS/MBit/s,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Größe1,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,NIC (max),Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Erwartete ausgehende Netzwerkbandbreite (MBit/s),Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBps (Cachegröße in GiB),Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBps,Erwartete Netzwerkbandbreite (MBit/s),Max. NVMe-Datenträger (Anzahl),NVMe-Datenträgergröße (TB),NVMe-Datenträger-IOPS,NVMe-Datenträgerdurchsatz (MB/s),SSD Premium-Burst1 Durchsatz ohne Zwischenspeicherung (MB/s),Nicht zwischengespeicherte Datenträger-IOPS,Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Maximale Bandbreite (Mbps),Beschleuniger (Anzahl),Arbeitsspeicher der Beschleuniger (GB),NVMe-Datenträgergröße (TiB),Größe des Betriebssystemdatenträgers (GB),Größe des temporären Datenträgers (GB),Max. Bandbreite (MBit/s),Basis-CPU-Frequenz (GHz),Spitzenfrequenz für Einzelkern (GHz),Spitzenfrequenz für alle Kerne (GHz),Arbeitsspeicherbandbreite (GB/s),RDMA-Leistung (GB/s),Speicherbandbreite (GB/s),Lokale SSD (Menge),Größe der lokalen SSD (GB)
Prozessor,8–80 vCPUs,Intel Xeon Platinum 8370C (Ice Lake) [x86-64],lsv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,64–640 GiB,,lsv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,1 temporärer Datenträger 1–10 NVMe-Datenträger,"Temporärer Datenträger mit 80–800 GiB 1,92 TiB NVMe-Datenträger",lsv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotespeicher,16–32 Datenträger,12800–80000 IOPS 290–2160 MBit/s,lsv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,4–8 NICs,12500–32000 MBit/s,lsv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnellinfos,Keine,,lsv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L8s_v3,8.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L16s_v3,16.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L32s_v3,32.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L48s_v3,48.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L64s_v3,64.0,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L80s_v3,80.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L8s_v3,,,,,,,,,,,,,,,,,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,192.0,400000,2.0,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L16s_v3,,,,,,,,,,,,,,,,,1.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,192.0,800000,4000.0,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L32s_v3,,,,,,,,,,,,,,,,,1.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,192.0,"1,5 Mio.",8000.0,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L48s_v3,,,,,,,,,,,,,,,,,1.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,192.0,"2,2 M",14000.0,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L64s_v3,,,,,,,,,,,,,,,,,1.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,192.0,2.9M,16000.0,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L80s_v3,,,,,,,,,,,,,,,,,1.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,192.0,"3,8 Mio.",20000.0,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L8s_v3,,,,,16.0,12800.0,290.0,20000.0,1200.0,,,,400000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L16s_v3,,,,,32.0,25600.0,600.0,40.0,1600.0,,,,800000,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L32s_v3,,,,,32.0,51.2,865.0,80.0,2.0,,,,"1,5 Mio.",8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L48s_v3,,,,,32.0,76800.0,1315.0,80.0,3000.0,,,,"2,2 M",14000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L64s_v3,,,,,32.0,80.0,1735.0,80.0,3000.0,,,,2.9M,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,,,,Standard_L80s_v3,,,,,32.0,80.0,2160.0,80.0,3000.0,,,,"3,8 Mio.",20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L8s_v3,,,,,,,,,,,,,4.0,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L16s_v3,,,,,,,,,,,,,8.0,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L32s_v3,,,,,,,,,,,,,8.0,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L48s_v3,,,,,,,,,,,,,8.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L64s_v3,,,,,,,,,,,,,8.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lsv3-series,Standard_L80s_v3,,,,,,,,,,,,,8.0,32000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prozessor,8–80 vCPUs,AMD EPYC 7763v (Genoa) [x86-64],lasv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,64–640 GiB,,lasv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,1 temporärer Datenträger 1–10 NVMe-Datenträger,"Temporärer Datenträger mit 80–800 GiB 1,92 TiB NVMe-Datenträger",lasv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotespeicher,16–32 Datenträger,12800–80000 IOPS 200–1400 MBit/s,lasv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,4–8 NICs,12500–32000 MBit/s,lasv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnellinfos,Keine,,lasv3-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L8as_v3,8.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L16as_v3,16.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L32as_v3,32.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L48as_v3,48.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L64as_v3,64.0,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L80as_v3,80.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L8as_v3,,,,,,,,,,,,,,,,,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,192.0,400000,2.0,,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L16as_v3,,,,,,,,,,,,,,,,,1.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,192.0,800000,4000.0,,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L32as_v3,,,,,,,,,,,,,,,,,1.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,192.0,"1,5 Mio.",8000.0,,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L48as_v3,,,,,,,,,,,,,,,,,1.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,192.0,"2,2 M",14000.0,,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L64as_v3,,,,,,,,,,,,,,,,,1.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,192.0,2.9M,16000.0,,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L80as_v3,,,,,,,,,,,,,,,,,1.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,192.0,"3,8 Mio.",20000.0,,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L8as_v3,,,,,16.0,12800.0,200.0,,,,,,,,,,,,,,,,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L16as_v3,,,,,32.0,25600.0,384.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L32as_v3,,,,,32.0,51.2,768.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L48as_v3,,,,,32.0,76800.0,1152.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L64as_v3,,,,,32.0,80.0,1280.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
,,,lasv3-series,,,,Standard_L80as_v3,,,,,32.0,80.0,1400.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L8as_v3,,,,,,,,,,,,,4.0,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L16as_v3,,,,,,,,,,,,,8.0,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L32as_v3,,,,,,,,,,,,,8.0,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L48as_v3,,,,,,,,,,,,,8.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L64as_v3,,,,,,,,,,,,,8.0,32000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,lasv3-series,Standard_L80as_v3,,,,,,,,,,,,,8.0,32000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prozessor,40–80 vCPUs,AMD EPYC (Genoa) [x86-64],ncadsh100v5-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,320–640 GiB,,ncadsh100v5-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,1 Datenträger,3.576–7.152 GiB IOPS (RR) MBit/s (RR),ncadsh100v5-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotespeicher,8–16 Datenträger,100.000–240.000 IOPS 3.000–7.000 MBit/s,ncadsh100v5-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,2–4 NICs,40.000–80.000 MBit/s,ncadsh100v5-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnellinfos,1–2 GPUs,Nvidia PCIe H100-GPU (80 GB),ncadsh100v5-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ncadsh100v5-series,Standard_NC40ads_H100_v5,40.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ncadsh100v5-series,Standard_NC80adis_H100_v5,80.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ncadsh100v5-series,,,,Standard_NC40ads_H100_v5,,,,,,,,,,,,,,,,,1.0,3576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ncadsh100v5-series,,,,Standard_NC80adis_H100_v5,,,,,,,,,,,,,,,,,1.0,7152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ncadsh100v5-series,,,,Standard_NC40ads_H100_v5,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3000.0,,,,,,,,,,,,,,,
,,,ncadsh100v5-series,,,,Standard_NC80adis_H100_v5,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000.0,7000.0,,,,,,,,,,,,,,,
,,,ncadsh100v5-series,Standard_NC40ads_H100_v5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,
,,,ncadsh100v5-series,Standard_NC80adis_H100_v5,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,
,,,ncadsh100v5-series,Standard_NC40ads_H100_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,94.0,,,,,,,,,,,,
