InstanceType,vCPUs,MemoryGiB,Storage,BaseClockSpeedGhz,Region
i3.8xlarge,32,244.0,7600,2.3,us-east-1
x2iezn.6xlarge,24,768.0,N/A,4.5,us-east-1
c5d.xlarge,4,8.0,100,3.4,us-east-1
i4i.32xlarge,128,1024.0,30000,3.5,us-east-1
m7i-flex.xlarge,4,16.0,N/A,3.2,us-east-1
i3.2xlarge,8,61.0,1900,2.3,us-east-1
u7in-32tb.224xlarge,896,32768.0,N/A,1.9,us-east-1
c5ad.large,2,4.0,75,3.3,us-east-1
r5dn.4xlarge,16,128.0,600,3.1,us-east-1
r7g.12xlarge,48,384.0,N/A,2.6,us-east-1
i3.metal,72,512.0,15200,2.3,us-east-1
r5a.24xlarge,96,768.0,N/A,2.5,us-east-1
x2iedn.32xlarge,128,4096.0,3800,3.5,us-east-1
m6id.24xlarge,96,384.0,5700,3.5,us-east-1
g5.8xlarge,32,128.0,900,3.3,us-east-1
r7a.12xlarge,48,384.0,N/A,3.7,us-east-1
r5d.12xlarge,48,384.0,1800,3.1,us-east-1
r5a.8xlarge,32,256.0,N/A,2.5,us-east-1
m7i.4xlarge,16,64.0,N/A,3.2,us-east-1
r6i.32xlarge,128,1024.0,N/A,3.5,us-east-1
m6in.2xlarge,8,32.0,N/A,3.5,us-east-1
c8g.xlarge,4,8.0,N/A,2.8,us-east-1
m6a.32xlarge,128,512.0,N/A,3.6,us-east-1
g6e.2xlarge,8,64.0,450,3.4,us-east-1
g5.48xlarge,192,768.0,7600,3.3,us-east-1
m3.large,2,7.5,32,2.5,us-east-1
c6id.4xlarge,16,32.0,950,3.5,us-east-1
r7a.16xlarge,64,512.0,N/A,3.7,us-east-1
m8g.medium,1,4.0,N/A,2.8,us-east-1
m5ad.16xlarge,64,256.0,2400,2.5,us-east-1
t3.small,2,2.0,N/A,2.5,us-east-1
m8g.metal-24xl,96,384.0,N/A,2.8,us-east-1
r7g.16xlarge,64,512.0,N/A,2.6,us-east-1
c6gd.medium,1,2.0,59,2.5,us-east-1
im4gn.16xlarge,64,256.0,30000,2.5,us-east-1
c6id.2xlarge,8,16.0,474,3.5,us-east-1
m5a.24xlarge,96,384.0,N/A,2.5,us-east-1
gr6.4xlarge,16,128.0,600,3.4,us-east-1
c8g.16xlarge,64,128.0,N/A,2.8,us-east-1
gr6.8xlarge,32,256.0,900,3.4,us-east-1
i3.4xlarge,16,122.0,3800,2.3,us-east-1
m6a.xlarge,4,16.0,N/A,3.6,us-east-1
r7g.large,2,16.0,N/A,2.6,us-east-1
z1d.3xlarge,12,96.0,450,4.0,us-east-1
r6i.8xlarge,32,256.0,N/A,3.5,us-east-1
c7gn.2xlarge,8,16.0,N/A,2.6,us-east-1
p2.xlarge,4,61.0,N/A,2.7,us-east-1
m6a.24xlarge,96,384.0,N/A,3.6,us-east-1
m6id.8xlarge,32,128.0,1900,3.5,us-east-1
m3.medium,1,3.75,4,2.5,us-east-1
c6g.8xlarge,32,64.0,N/A,2.5,us-east-1
t3a.nano,2,0.5,N/A,2.2,us-east-1
m6a.8xlarge,32,128.0,N/A,3.6,us-east-1
c6g.2xlarge,8,16.0,N/A,2.5,us-east-1
c6g.4xlarge,16,32.0,N/A,2.5,us-east-1
i7ie.6xlarge,24,192.0,15000,3.6,us-east-1
m7i.12xlarge,48,192.0,N/A,3.2,us-east-1
c6i.12xlarge,48,96.0,N/A,3.5,us-east-1
m7a.metal-48xl,192,768.0,N/A,3.7,us-east-1
r4.4xlarge,16,122.0,N/A,2.3,us-east-1
m6gd.large,2,8.0,118,2.5,us-east-1
r5b.8xlarge,32,256.0,N/A,3.1,us-east-1
c7gn.12xlarge,48,96.0,N/A,2.6,us-east-1
p2.16xlarge,64,732.0,N/A,2.3,us-east-1
x2iedn.8xlarge,32,1024.0,950,3.5,us-east-1
x8g.xlarge,4,64.0,N/A,2.8,us-east-1
g6e.xlarge,4,32.0,250,3.4,us-east-1
t2.nano,1,0.5,N/A,2.4,us-east-1
m6id.large,2,8.0,118,3.5,us-east-1
m6in.8xlarge,32,128.0,N/A,3.5,us-east-1
i8g.12xlarge,48,384.0,11250,2.8,us-east-1
x1e.4xlarge,16,488.0,480,2.3,us-east-1
m5a.xlarge,4,16.0,N/A,2.5,us-east-1
f1.16xlarge,64,976.0,3760,2.3,us-east-1
x1.32xlarge,128,1952.0,3840,2.3,us-east-1
is4gen.medium,1,6.0,937,2.5,us-east-1
t2.small,1,2.0,N/A,2.5,us-east-1
r8g.2xlarge,8,64.0,N/A,2.8,us-east-1
r6g.2xlarge,8,64.0,N/A,2.5,us-east-1
c6id.xlarge,4,8.0,237,3.5,us-east-1
i3en.large,2,16.0,1250,3.1,us-east-1
m2.xlarge,2,17.099609375,420,N/A,us-east-1
r7i.48xlarge,192,1536.0,N/A,3.2,us-east-1
i4i.xlarge,4,32.0,937,3.5,us-east-1
p3.8xlarge,32,244.0,N/A,2.7,us-east-1
r6idn.12xlarge,48,384.0,2850,3.5,us-east-1
g6.4xlarge,16,64.0,600,3.4,us-east-1
c8g.4xlarge,16,32.0,N/A,2.8,us-east-1
m6gd.2xlarge,8,32.0,474,2.5,us-east-1
c6i.xlarge,4,8.0,N/A,3.5,us-east-1
c6i.metal,128,256.0,N/A,3.5,us-east-1
r6g.metal,64,512.0,N/A,2.5,us-east-1
c7gn.4xlarge,16,32.0,N/A,2.6,us-east-1
c6gd.2xlarge,8,16.0,474,2.5,us-east-1
c7gd.4xlarge,16,32.0,950,2.6,us-east-1
u-18tb1.112xlarge,448,18432.0,N/A,2.7,us-east-1
m7i-flex.large,2,8.0,N/A,3.2,us-east-1
c7gn.medium,1,2.0,N/A,2.6,us-east-1
r7gd.12xlarge,48,384.0,2850,2.6,us-east-1
r6gd.12xlarge,48,384.0,2850,2.5,us-east-1
i3en.xlarge,4,32.0,2500,3.1,us-east-1
c6gd.4xlarge,16,32.0,950,2.5,us-east-1
r6a.large,2,16.0,N/A,3.6,us-east-1
i4i.8xlarge,32,256.0,7500,3.5,us-east-1
c6gd.12xlarge,48,96.0,2850,2.5,us-east-1
m6g.2xlarge,8,32.0,N/A,2.5,us-east-1
c5a.large,2,4.0,N/A,3.3,us-east-1
g5g.xlarge,4,8.0,N/A,2.5,us-east-1
m1.small,1,1.69921875,160,N/A,us-east-1
t3a.xlarge,4,16.0,N/A,2.2,us-east-1
is4gen.8xlarge,32,192.0,30000,2.5,us-east-1
m6a.12xlarge,48,192.0,N/A,3.6,us-east-1
r7i.4xlarge,16,128.0,N/A,3.2,us-east-1
c6a.large,2,4.0,N/A,3.6,us-east-1
p3dn.24xlarge,96,768.0,1800,2.5,us-east-1
m6i.2xlarge,8,32.0,N/A,3.5,us-east-1
f1.4xlarge,16,244.0,940,2.3,us-east-1
c6gd.large,2,4.0,118,2.5,us-east-1
c5d.9xlarge,36,72.0,900,3.4,us-east-1
g4dn.4xlarge,16,64.0,225,2.5,us-east-1
c6gd.8xlarge,32,64.0,1900,2.5,us-east-1
m6i.12xlarge,48,192.0,N/A,3.5,us-east-1
u-9tb1.112xlarge,448,9216.0,N/A,2.1,us-east-1
r7iz.large,2,16.0,N/A,3.9,us-east-1
r6i.large,2,16.0,N/A,3.5,us-east-1
i3en.metal,96,768.0,60000,3.1,us-east-1
c7i.48xlarge,192,384.0,N/A,3.2,us-east-1
m7a.large,2,8.0,N/A,3.7,us-east-1
d3en.xlarge,4,16.0,27960,3.1,us-east-1
r7a.48xlarge,192,1536.0,N/A,3.7,us-east-1
i7ie.2xlarge,8,64.0,5000,3.6,us-east-1
c6g.metal,64,128.0,N/A,2.5,us-east-1
g6e.24xlarge,96,768.0,3800,3.4,us-east-1
d3en.12xlarge,48,192.0,335520,3.1,us-east-1
r5n.metal,96,768.0,N/A,3.1,us-east-1
m1.large,2,7.5,840,N/A,us-east-1
i3en.6xlarge,24,192.0,15000,3.1,us-east-1
m1.medium,1,3.69921875,410,N/A,us-east-1
r6in.2xlarge,8,64.0,N/A,3.5,us-east-1
g5g.4xlarge,16,32.0,N/A,2.5,us-east-1
g4ad.xlarge,4,16.0,150,3.0,us-east-1
g4dn.2xlarge,8,32.0,225,2.5,us-east-1
r5n.large,2,16.0,N/A,3.1,us-east-1
r6in.xlarge,4,32.0,N/A,3.5,us-east-1
t3a.micro,2,1.0,N/A,2.2,us-east-1
g4dn.8xlarge,32,128.0,900,2.5,us-east-1
i7ie.large,2,16.0,1250,3.6,us-east-1
m5a.12xlarge,48,192.0,N/A,2.5,us-east-1
r5dn.24xlarge,96,768.0,3600,3.1,us-east-1
d2.xlarge,4,30.5,6144,2.4,us-east-1
m7gd.2xlarge,8,32.0,474,2.6,us-east-1
c6in.metal,128,256.0,N/A,3.5,us-east-1
m5d.4xlarge,16,64.0,600,3.1,us-east-1
c5n.xlarge,4,10.5,N/A,3.4,us-east-1
r8g.8xlarge,32,256.0,N/A,2.8,us-east-1
m7i.metal-48xl,192,768.0,N/A,3.2,us-east-1
m6a.48xlarge,192,768.0,N/A,3.6,us-east-1
r7iz.4xlarge,16,128.0,N/A,3.9,us-east-1
r6i.2xlarge,8,64.0,N/A,3.5,us-east-1
m6g.medium,1,4.0,N/A,2.5,us-east-1
c5.18xlarge,72,144.0,N/A,3.4,us-east-1
c6a.16xlarge,64,128.0,N/A,3.6,us-east-2
c7gd.medium,1,2.0,59,2.6,us-east-2
r6in.metal,128,1024.0,N/A,3.5,us-east-2
g6e.48xlarge,192,1536.0,7600,3.4,us-east-2
m5.8xlarge,32,128.0,N/A,3.1,us-east-2
r8g.4xlarge,16,128.0,N/A,2.8,us-east-2
r3.large,2,15.0,32,2.5,us-east-2
r6gd.medium,1,8.0,59,2.5,us-east-2
g5.4xlarge,16,64.0,600,3.3,us-east-2
c6gn.16xlarge,64,128.0,N/A,2.5,us-east-2
c6gd.metal,64,128.0,3800,2.5,us-east-2
r5dn.8xlarge,32,256.0,1200,3.1,us-east-2
c7gn.16xlarge,64,128.0,N/A,2.6,us-east-2
i3en.12xlarge,48,384.0,30000,3.1,us-east-2
m5dn.12xlarge,48,192.0,1800,3.1,us-east-2
g5.2xlarge,8,32.0,450,3.3,us-east-2
c6a.24xlarge,96,192.0,N/A,3.6,us-east-2
c4.4xlarge,16,30.0,N/A,2.9,us-east-2
m5a.16xlarge,64,256.0,N/A,2.5,us-east-2
c8g.48xlarge,192,384.0,N/A,2.7,us-east-2
r7a.32xlarge,128,1024.0,N/A,3.7,us-east-2
r7a.xlarge,4,32.0,N/A,3.7,us-east-2
c7gn.xlarge,4,8.0,N/A,2.6,us-east-2
x1e.8xlarge,32,976.0,960,2.3,us-east-2
trn1.32xlarge,128,512.0,7600,3.5,us-east-2
x2gd.8xlarge,32,512.0,1900,2.5,us-east-2
x2iedn.2xlarge,8,256.0,237,3.5,us-east-2
m7gd.16xlarge,64,256.0,3800,2.6,us-east-2
r6a.2xlarge,8,64.0,N/A,3.6,us-east-2
mac2-m2.metal,8,24.0,N/A,3.5,us-east-2
r6in.24xlarge,96,768.0,N/A,3.5,us-east-2
r6idn.16xlarge,64,512.0,3800,3.5,us-east-2
is4gen.4xlarge,16,96.0,15000,2.5,us-east-2
m6id.2xlarge,8,32.0,474,3.5,us-east-2
m7gd.large,2,8.0,118,2.6,us-east-2
x2gd.metal,64,1024.0,3800,2.5,us-east-2
r5a.xlarge,4,32.0,N/A,2.5,us-east-2
m5dn.2xlarge,8,32.0,300,3.1,us-east-2
c8g.2xlarge,8,16.0,N/A,2.8,us-east-2
r8g.12xlarge,48,384.0,N/A,2.8,us-east-2
r6g.16xlarge,64,512.0,N/A,2.5,us-east-2
c6in.xlarge,4,8.0,N/A,3.5,us-east-2
c6i.32xlarge,128,256.0,N/A,3.5,us-east-2
m5d.xlarge,4,16.0,150,3.1,us-east-2
m7g.4xlarge,16,64.0,N/A,2.6,us-east-2
g6.24xlarge,96,384.0,3760,3.4,us-east-2
c6in.24xlarge,96,192.0,N/A,3.5,us-east-2
r5a.2xlarge,8,64.0,N/A,2.5,us-east-2
c5d.large,2,4.0,50,3.4,us-east-2
x1e.2xlarge,8,244.0,240,2.3,us-east-2
r5n.12xlarge,48,384.0,N/A,3.1,us-east-2
m6idn.large,2,8.0,118,3.5,us-east-2
m5n.16xlarge,64,256.0,N/A,3.1,us-east-2
r6a.xlarge,4,32.0,N/A,3.6,us-east-2
r5.24xlarge,96,768.0,N/A,3.1,us-east-2
i3en.24xlarge,96,768.0,60000,3.1,us-east-2
c6id.8xlarge,32,64.0,1900,3.5,us-east-2
i3en.3xlarge,12,96.0,7500,3.1,us-east-2
r7a.2xlarge,8,64.0,N/A,3.7,us-east-2
r6id.16xlarge,64,512.0,3800,3.5,us-east-2
m7i.16xlarge,64,256.0,N/A,3.2,us-east-2
m6id.xlarge,4,16.0,237,3.5,us-east-2
c5ad.24xlarge,96,192.0,3800,3.3,us-east-2
m5a.2xlarge,8,32.0,N/A,2.5,us-east-2
m8g.8xlarge,32,128.0,N/A,2.8,us-east-2
r8g.metal-24xl,96,768.0,N/A,2.8,us-east-2
m4.4xlarge,16,64.0,N/A,2.4,us-east-2
m5ad.12xlarge,48,192.0,1800,2.2,us-east-2
m6gd.xlarge,4,16.0,237,2.5,us-east-2
m6a.2xlarge,8,32.0,N/A,3.6,us-east-2
r7iz.8xlarge,32,256.0,N/A,3.9,us-east-2
hpc7a.96xlarge,192,768.0,N/A,3.7,us-east-2
r6g.large,2,16.0,N/A,2.5,us-east-2
t4g.nano,2,0.5,N/A,2.5,us-east-2
m7gd.xlarge,4,16.0,237,2.6,us-east-2
c7g.8xlarge,32,64.0,N/A,2.6,us-east-2
c7a.medium,1,2.0,N/A,3.7,us-east-2
im4gn.2xlarge,8,32.0,3750,2.5,us-east-2
r6a.metal,192,1536.0,N/A,3.6,us-east-2
r7iz.16xlarge,64,512.0,N/A,3.9,us-east-2
g6e.8xlarge,32,256.0,900,3.4,us-east-2
i4i.16xlarge,64,512.0,15000,3.5,us-east-2
r6g.medium,1,8.0,N/A,2.5,us-east-2
t2.2xlarge,8,32.0,N/A,2.3,us-east-2
r6gd.2xlarge,8,64.0,474,2.5,us-east-2
m6gd.4xlarge,16,64.0,950,2.5,us-east-2
r8g.16xlarge,64,512.0,N/A,2.8,us-east-2
c6i.4xlarge,16,32.0,N/A,3.5,us-east-2
c7i.2xlarge,8,16.0,N/A,3.2,us-east-2
m7i.metal-24xl,96,384.0,N/A,3.2,us-east-2
c5n.2xlarge,8,21.0,N/A,3.4,us-east-2
c7a.xlarge,4,8.0,N/A,3.7,us-east-2
r6i.xlarge,4,32.0,N/A,3.5,us-east-2
m5d.8xlarge,32,128.0,1200,3.1,us-east-2
is4gen.xlarge,4,24.0,3750,2.5,us-east-2
inf2.48xlarge,192,768.0,N/A,3.6,us-east-2
m6gd.12xlarge,48,192.0,2850,2.5,us-east-2
m5zn.2xlarge,8,32.0,N/A,4.5,us-east-2
m8g.24xlarge,96,384.0,N/A,2.8,us-east-2
r7iz.12xlarge,48,384.0,N/A,3.9,us-east-2
x1e.32xlarge,128,3904.0,3840,2.3,us-east-2
c5ad.4xlarge,16,32.0,600,3.3,us-east-2
z1d.2xlarge,8,64.0,300,4.0,us-east-2
m6idn.4xlarge,16,64.0,950,3.5,us-east-2
c7i-flex.2xlarge,8,16.0,N/A,3.2,us-east-2
m7g.large,2,8.0,N/A,2.6,us-east-2
m5zn.large,2,8.0,N/A,4.5,us-east-2
r3.8xlarge,32,244.0,640,2.5,us-east-2
c8g.8xlarge,32,64.0,N/A,2.8,us-east-2
r8g.medium,1,8.0,N/A,2.8,us-east-2
d2.8xlarge,36,244.0,49152,2.4,us-east-2
x2iedn.xlarge,4,128.0,118,3.5,us-east-2
im4gn.xlarge,4,16.0,1875,2.5,us-east-2
trn1n.32xlarge,128,512.0,7600,3.5,us-east-2
c5n.large,2,5.25,N/A,3.4,us-east-2
c6gn.xlarge,4,8.0,N/A,2.5,us-east-2
r5ad.12xlarge,48,384.0,1800,2.2,us-east-2
x1.16xlarge,64,976.0,1920,2.3,us-east-2
c6i.2xlarge,8,16.0,N/A,3.5,us-east-2
m6in.24xlarge,96,384.0,N/A,3.5,us-east-2
m5.24xlarge,96,384.0,N/A,3.1,us-east-2
inf1.xlarge,4,8.0,N/A,2.5,us-east-2
r6id.xlarge,4,32.0,237,3.5,us-east-2
c7g.16xlarge,64,128.0,N/A,2.6,us-east-2
c4.8xlarge,36,60.0,N/A,2.9,us-east-2
c6id.24xlarge,96,192.0,5700,3.5,us-east-2
c8g.24xlarge,96,192.0,N/A,2.8,us-east-2
i4i.24xlarge,96,768.0,22500,3.5,us-east-2
m5zn.6xlarge,24,96.0,N/A,4.5,us-east-2
m7a.xlarge,4,16.0,N/A,3.7,us-east-2
r6gd.large,2,16.0,118,2.5,us-east-2
r6g.8xlarge,32,256.0,N/A,2.5,us-east-2
r6idn.8xlarge,32,256.0,1900,3.5,us-east-2
m7i.24xlarge,96,384.0,N/A,3.2,us-east-2
im4gn.8xlarge,32,128.0,15000,2.5,us-east-2
r6gd.xlarge,4,32.0,237,2.5,us-east-2
r6idn.2xlarge,8,64.0,474,3.5,us-east-2
t3.2xlarge,8,32.0,N/A,2.5,us-east-2
r6id.2xlarge,8,64.0,474,3.5,us-east-2
c7g.4xlarge,16,32.0,N/A,2.6,us-east-2
r5ad.24xlarge,96,768.0,3600,2.2,us-east-2
m5.12xlarge,48,192.0,N/A,3.1,us-east-2
m6g.metal,64,256.0,N/A,2.5,us-east-2
inf2.8xlarge,32,128.0,N/A,3.6,us-east-2
m8g.metal-48xl,192,768.0,N/A,2.7,us-east-2
r7iz.32xlarge,128,1024.0,N/A,3.9,us-east-2
r4.16xlarge,64,488.0,N/A,2.3,us-east-2
c6i.8xlarge,32,64.0,N/A,3.5,us-east-2
c5.4xlarge,16,32.0,N/A,3.4,us-east-2
m6in.16xlarge,64,256.0,N/A,3.5,us-east-2
c7gn.8xlarge,32,64.0,N/A,2.6,us-east-2
t3a.2xlarge,8,32.0,N/A,2.2,us-east-2
m6i.24xlarge,96,384.0,N/A,3.5,us-east-2
m6idn.12xlarge,48,192.0,2850,3.5,us-east-2
r5a.large,2,16.0,N/A,2.5,us-east-2
hpc6id.32xlarge,64,1024.0,15200,3.5,us-east-2
c5ad.12xlarge,48,96.0,1800,3.3,us-east-2
r6idn.xlarge,4,32.0,237,3.5,us-east-2
m6i.large,2,8.0,N/A,3.5,us-east-2
c7a.large,2,4.0,N/A,3.7,us-east-2
m5a.4xlarge,16,64.0,N/A,2.5,us-east-2
m7i.8xlarge,32,128.0,N/A,3.2,us-east-2
m6id.32xlarge,128,512.0,7600,3.5,us-east-2
i4g.xlarge,4,32.0,937,2.5,us-east-2
m8g.large,2,8.0,N/A,2.8,us-east-2
m6gd.medium,1,4.0,59,2.5,us-east-2
c7a.metal-48xl,192,384.0,N/A,3.7,us-east-2
r7a.large,2,16.0,N/A,3.7,us-east-2
r7gd.8xlarge,32,256.0,1900,2.6,us-east-2
c6a.32xlarge,128,256.0,N/A,3.6,us-east-2
a1.medium,1,2.0,N/A,2.3,us-east-2
m5dn.large,2,8.0,75,3.1,us-east-2
r8g.large,2,16.0,N/A,2.8,us-east-2
c6g.16xlarge,64,128.0,N/A,2.5,us-east-2
i4g.8xlarge,32,256.0,7500,2.5,us-east-2
c5d.12xlarge,48,96.0,1800,3.6,us-east-2
r6id.12xlarge,48,384.0,2850,3.5,us-east-2
r7iz.xlarge,4,32.0,N/A,3.9,us-east-2
m7i.2xlarge,8,32.0,N/A,3.2,us-east-2
r7i.metal-48xl,192,1536.0,N/A,3.2,us-east-2
c6i.large,2,4.0,N/A,3.5,us-east-2
r7g.medium,1,8.0,N/A,2.6,us-east-2
r6id.4xlarge,16,128.0,950,3.5,us-east-2
x2idn.24xlarge,96,1536.0,2850,3.5,us-east-2
c7gn.large,2,4.0,N/A,2.6,us-east-2
i2.2xlarge,8,61.0,1600,2.5,us-east-2
c7i-flex.8xlarge,32,64.0,N/A,3.2,us-east-2
r7a.4xlarge,16,128.0,N/A,3.7,us-east-2
c7i.8xlarge,32,64.0,N/A,3.2,us-east-2
c6a.48xlarge,192,384.0,N/A,3.6,us-east-2
m6id.12xlarge,48,192.0,2850,3.5,us-east-2
trn1.2xlarge,8,32.0,474,3.5,us-east-2
m5ad.large,2,8.0,75,2.2,us-east-2
r5b.12xlarge,48,384.0,N/A,3.1,us-east-2
m5ad.4xlarge,16,64.0,600,2.2,us-east-2
r6idn.24xlarge,96,768.0,5700,3.5,us-east-2
m6a.large,2,8.0,N/A,3.6,us-east-2
r6in.12xlarge,48,384.0,N/A,3.5,us-east-2
m7i-flex.2xlarge,8,32.0,N/A,3.2,us-east-2
c6in.12xlarge,48,96.0,N/A,3.5,us-east-2
c5n.9xlarge,36,96.0,N/A,3.4,us-east-2
g5.24xlarge,96,384.0,3800,3.3,us-east-2
r5n.4xlarge,16,128.0,N/A,3.1,us-east-2
d2.2xlarge,8,61.0,12288,2.4,us-east-2
inf2.24xlarge,96,384.0,N/A,3.6,us-east-2
u-3tb1.56xlarge,224,3072.0,N/A,2.1,us-east-2
t3.xlarge,4,16.0,N/A,2.5,us-east-2
c5.xlarge,4,8.0,N/A,3.4,us-east-2
m5ad.8xlarge,32,128.0,1200,2.5,us-east-2
c6id.large,2,4.0,118,3.5,us-east-2
r5b.large,2,16.0,N/A,3.1,us-east-2
m5dn.xlarge,4,16.0,150,3.1,us-east-2
c6g.xlarge,4,8.0,N/A,2.5,us-east-2
d3.8xlarge,32,256.0,47520,3.1,us-east-2
m6g.xlarge,4,16.0,N/A,2.5,us-east-2
g6.48xlarge,192,768.0,7520,3.4,us-east-2
c5a.12xlarge,48,96.0,N/A,3.3,us-east-2
t3a.small,2,2.0,N/A,2.2,us-east-2
c5a.xlarge,4,8.0,N/A,3.3,us-east-2
g6.8xlarge,32,128.0,900,3.4,us-east-2
m5.metal,96,384.0,N/A,3.1,us-east-2
c8g.metal-48xl,192,384.0,N/A,2.7,us-east-2
m6in.32xlarge,128,512.0,N/A,3.5,us-east-2
g4dn.12xlarge,48,192.0,900,2.5,us-east-2
t3.large,2,8.0,N/A,2.5,us-east-2
c6in.16xlarge,64,128.0,N/A,3.5,us-east-2
c7i.metal-24xl,96,192.0,N/A,3.2,us-east-2
r6a.32xlarge,128,1024.0,N/A,3.6,us-east-2
i4i.4xlarge,16,128.0,3750,3.5,us-east-2
m7a.16xlarge,64,256.0,N/A,3.7,us-east-2
r7g.2xlarge,8,64.0,N/A,2.6,us-east-2
m4.xlarge,4,16.0,N/A,2.4,us-east-2
c5d.2xlarge,8,16.0,200,3.4,us-east-2
r6i.4xlarge,16,128.0,N/A,3.5,us-east-2
m5ad.2xlarge,8,32.0,300,2.2,us-east-2
r7a.medium,1,8.0,N/A,3.7,us-east-2
c5ad.xlarge,4,8.0,150,3.3,us-east-2
r6i.24xlarge,96,768.0,N/A,3.5,us-east-2
r7iz.metal-16xl,64,512.0,N/A,3.9,us-east-2
t2.large,2,8.0,N/A,2.3,us-east-2
m8g.16xlarge,64,256.0,N/A,2.8,us-east-2
m7g.12xlarge,48,192.0,N/A,2.6,us-east-2
i4g.large,2,16.0,468,2.5,us-east-2
r5a.16xlarge,64,512.0,N/A,2.5,us-east-2
g4ad.8xlarge,32,128.0,1200,3.0,us-east-2
m5d.large,2,8.0,75,3.1,us-east-2
t3.medium,2,4.0,N/A,2.5,us-east-2
g4ad.2xlarge,8,32.0,300,3.0,us-east-2
trn2.48xlarge,192,2048.0,N/A,3.5,us-east-2
a1.large,2,4.0,N/A,2.3,us-east-2
m5.xlarge,4,16.0,N/A,3.1,us-east-2
c6gn.12xlarge,48,96.0,N/A,2.5,us-east-2
c7a.4xlarge,16,32.0,N/A,3.7,us-east-2
t4g.2xlarge,8,32.0,N/A,2.5,us-east-2
g4ad.4xlarge,16,64.0,600,3.0,us-east-2
m7a.32xlarge,128,512.0,N/A,3.7,us-east-2
c6id.16xlarge,64,128.0,3800,3.5,us-east-2
g6e.16xlarge,64,512.0,1900,3.4,us-east-2
r6a.8xlarge,32,256.0,N/A,3.6,us-east-2
z1d.xlarge,4,32.0,150,4.0,us-east-2
m5d.16xlarge,64,256.0,2400,3.1,us-east-2
c5a.4xlarge,16,32.0,N/A,3.3,us-east-2
c7a.2xlarge,8,16.0,N/A,3.7,us-east-2
c4.large,2,3.75,N/A,2.9,us-east-2
m6a.metal,192,768.0,N/A,3.6,us-east-2
r5b.metal,96,768.0,N/A,3.1,us-east-2
t4g.medium,2,4.0,N/A,2.5,us-east-2
r5ad.8xlarge,32,256.0,1200,2.5,us-east-2
c7a.8xlarge,32,64.0,N/A,3.7,us-east-2
r6a.12xlarge,48,384.0,N/A,3.6,us-east-2
x2iedn.metal,128,4096.0,3800,3.5,us-east-2
p3.2xlarge,8,61.0,N/A,2.7,us-east-2
m5n.8xlarge,32,128.0,N/A,3.1,us-east-2
m5d.metal,96,384.0,3600,3.1,us-east-2
c7g.xlarge,4,8.0,N/A,2.6,us-east-2
c5ad.16xlarge,64,128.0,2400,3.3,us-east-2
p2.8xlarge,32,488.0,N/A,2.7,us-east-2
m6gd.metal,64,256.0,3800,2.5,us-east-2
i4i.metal,128,1024.0,30000,3.5,us-east-2
r5a.12xlarge,48,384.0,N/A,2.5,us-east-2
r6in.large,2,16.0,N/A,3.5,us-east-2
c6g.12xlarge,48,96.0,N/A,2.5,us-east-2
c6i.24xlarge,96,192.0,N/A,3.5,us-east-2
c7gd.16xlarge,64,128.0,3800,2.6,us-east-2
x2gd.4xlarge,16,256.0,950,2.5,us-east-2
r7i.16xlarge,64,512.0,N/A,3.2,us-east-2
m6i.8xlarge,32,128.0,N/A,3.5,us-east-2
m5dn.8xlarge,32,128.0,1200,3.1,us-east-2
r6g.4xlarge,16,128.0,N/A,2.5,us-east-2
r7gd.xlarge,4,32.0,237,2.6,us-east-2
g4dn.metal,96,384.0,1800,2.5,us-east-2
c6gn.4xlarge,16,32.0,N/A,2.5,us-east-2
h1.8xlarge,32,128.0,8000,2.3,us-east-2
m7gd.12xlarge,48,192.0,2850,2.6,us-east-2
r7g.metal,64,512.0,N/A,2.6,us-east-2
r7gd.16xlarge,64,512.0,3800,2.6,us-east-2
m6in.12xlarge,48,192.0,N/A,3.5,us-east-2
r5.large,2,16.0,N/A,3.1,us-east-2
c5n.4xlarge,16,42.0,N/A,3.4,us-east-2
r6gd.metal,64,512.0,3800,2.5,us-east-2
r5b.xlarge,4,32.0,N/A,3.1,us-east-2
c5d.24xlarge,96,192.0,3600,3.6,us-east-2
r8g.48xlarge,192,1536.0,N/A,2.7,us-east-2
x2gd.16xlarge,64,1024.0,3800,2.5,us-east-2
r6a.48xlarge,192,1536.0,N/A,3.6,us-east-2
x2gd.2xlarge,8,128.0,475,2.5,us-east-2
r5dn.large,2,16.0,75,3.1,us-east-2
m4.large,2,8.0,N/A,2.4,us-east-2
u-6tb1.56xlarge,224,6144.0,N/A,2.1,us-east-2
m6g.large,2,8.0,N/A,2.5,us-east-2
r7gd.medium,1,8.0,59,2.6,us-east-2
i4g.4xlarge,16,128.0,3750,2.5,us-east-2
c5d.4xlarge,16,32.0,400,3.4,us-east-2
c5a.2xlarge,8,16.0,N/A,3.3,us-east-2
d3.2xlarge,8,64.0,11880,3.1,us-east-2
inf1.2xlarge,8,16.0,N/A,2.5,us-east-2
mac2.metal,8,16.0,N/A,3.2,us-east-2
r3.2xlarge,8,61.0,160,2.5,us-east-2
r5dn.metal,96,768.0,3600,3.1,us-east-2
u-12tb1.112xlarge,448,12288.0,N/A,2.1,us-east-2
c7i-flex.large,2,4.0,N/A,3.2,us-east-2
c7a.12xlarge,48,96.0,N/A,3.7,us-east-2
r5a.4xlarge,16,128.0,N/A,2.5,us-east-2
